"title_name","address","address1","for_description","country","competition_corner","startDate","startMonth","startYear","endDate","endMonth","endYear","organizer_name","organizer_url","page_url"
"The Break Free Games","","","","","Throwdown Hub Presents","12","08","2020","02","09","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/1"
"Casual Throwdown","","","","","Throwdown Hub Presents","26","11","2020","06","12","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/2"
"RocketPWR: The Launch Pad","","","","","Throwdown Hub Presents","13","10","2020","15","11","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/3"
"Row555.com","","","","","Throwdown Hub Presents","16","08","2020","12","09","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/6"
"District L","Glenridding, ullswater ","The Lake District","ARE YOU A FITNESS FANATIC?

DO YOU LOVE A CHALLENGE?

HAVE YOU GOT WHAT IT TAKES?

An exciting all round fitness based team competition in the Lake District.



Home to some of the greatest scenery in the country; Ullswater in the heart of the Lake District will be host to one of the most proven and thrilling competitions in the country. Teams will compete head to head to find the toughest out there. Three male and three female athletes will unite to test their fortitude, mental stamina and teamwork.



Workouts are highly inclusive giving any ability and any age group the chance to compete all weekend. Movements tend to be basic but for increased difficultly scaled options are available. Workouts will leave you and your team crawling on the floor with your lungs on fire and your legs burning but you&rsquo;ll have a huge sense of accomplishment.



Breathtaking beauty awaits any team brave enough to accept the challenge in the most perfect location for a fitness competition. Bring the family along and enjoy the spectacle. Enjoy great music, food and have fun all weekend.","GB","District L  Presents","12","06","2021","13","06","2021","District L ","http://www.districtl.co.uk","https://throwdownhub.io/calendar/competition/info/7"
"Adult P.E","Unit 7, halliwell business park, Bl1 8dl ","Project Elevation","","GB","Throwdown Hub Presents","20","03","2021","20","09","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/8"
"WODland","Holme Styles Wood, Bare Bones Road, Holmfirth,  near: HD9 2DE","WODland HQ","Held over two day, WODland: The New Dawn is an outdoor functional fitness team competition like no other.

Mixed teams of six, three guys, three girls, will battle it out in seven different workouts held across the whole of the weekend. The best performing teams will then face off against each other in final workout to claim a place on the winners&rsquo; WODland podium.

Designed to push the teams to the limits of their fitness, the WODland workouts will take place in a UNIQUE HIDDEN TREE-LINED ARENA, specially created in the middle of a Yorkshire pine forest.

Precise details of the six workouts involved will be released on the day / night of the event, but expect the WODland workouts to combine all aspects of functional fitness, including lifting, shifting, carrying, dragging, running, sprinting, cycling, and climbing.

There&rsquo;ll be food, drink, music, onsite parking, and bucketloads of atmosphere. All you need to bring is your team - oh and plenty of strength and stamina.

Team spaces are limited, so be quick. Grab five friends, get signed up, get involved!","GB","WODland Presents","20","08","2021","21","08","2021","WODland","http://www.wodland.co.uk","https://throwdownhub.io/calendar/competition/info/9"
"ASAP THROWDOWN","Unit 4 waterside industrial estate, hadfield, Sk13 1bs ","ASAP Fitness","Our First Competition Is Here!.

.

➖➖RxdMixed Pairs Functional Fitness Competition!.

.

➖➖4 Workouts &amp; A Final For The Top 4 Teams!.

.","GB","Throwdown Hub Presents","31","01","2021","31","01","2021","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/12"
"CROSSFEST UK 2021","Longbridge Road, Trafford Park, Manchester","Bowlers Exhibition Centre","Crossfest UK 2021is the ultimate boxsocial, taking place in the iconic rave venue: Bowlers Exhibition Centre, Manchester!

​

The event combines a Mixed 6 Competition (3M/3F)with a Music Festival and has a killer lineup this year including: The Oasis Experience, Brandon Block, Clint Boon, Howling Rhythm and Zakk Wild presents.

​

Crossfest UK 2021is set to build on the hugesuccessof the 2019 event so look out for the lineup coming soon, assemble your tribe and join us for the event of the year!

​

EAT / WOD / RAVE / REPEAT","GB","Crossfest UK Presents","23","10","2021","23","10","2021","Crossfest UK","http://www.crossfest.co.uk","https://throwdownhub.io/calendar/competition/info/13"
"WodMania 2","Derby Arena, Royal Way, Derby, DE24 8JB","Derby Arena","","GB","Wodmania Presents","09","04","2021","10","04","2021","Wodmania","","https://throwdownhub.io/calendar/competition/info/14"
"The Yorkshire Throwdown Series -Iron Sharpens Iron","Strong101, Unit 5, Skinner Lane, Pontefract, West Yorkshire, WF8 1HG","Strong101","","GB","Throwdown Hub Presents","04","11","2020","10","04","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/75"
"PE fo PPE","","","","","Throwdown Hub Presents","03","10","2020","23","04","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/76"
"British Functional Fitness Championships","Behind AKM Steels Ltd, Masborough St, Rotherham, S60 1EX","Crossfit Rotherham","","GB","Throwdown Hub Presents","04","09","2020","09","05","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/77"
"Box Rumble","68 Gas Street, Bolton, BL14TG ","DNA Movement","","GB","Throwdown Hub Presents","04","09","2020","09","05","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/78"
"Battle For The Rudis 2","40 Edison Road, aylesbury, bucks, hp198te ","Crossfit chaos theory","","GB","Throwdown Hub Presents","01","09","2020","09","02","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/79"
"GRIND IT OUT SCALED LADIES PAIRS","Unit 4a  , swaines industrial estate  , Ss4 1rg ","Rochford Crossfit","","GB","Throwdown Hub Presents","01","09","2020","09","02","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/80"
"The Lock-Up &amp;#8211; Mixed partnered","Unit 10 Warth Mill, Diggle, Oldham, OL3 5PJ","CrossFit Saddleworth","","GB","Throwdown Hub Presents","01","08","2020","09","02","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/81"
"FORGE FITNESS : MIXED PAIRS   RX / MASTERS / SCALED / NOVICE","Behind AKM Steels Ltd, Masborough St, Rotherham, S60 1EX","Crossfit Rotherham","","GB","Throwdown Hub Presents","01","08","2020","09","02","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/82"
"Northern Souldiers: FREEDOM AND FORCE (EMERGENCY SERVICES)","M359bd","Crossfit Northern Soul","","GB","Throwdown Hub Presents","05","07","2020","06","06","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/83"
"The Fusion Games Same Sex Pairs","Walter Leigh way, WN7 3PT","Fusion Leigh CrossFit","","GB","Throwdown Hub Presents","02","07","2020","08","03","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/84"
"The CFL Series 4some","Unit 8.4 Trostre Business Park Llanelli","Crossfit Llanelli","","GB","Throwdown Hub Presents","02","07","2020","07","03","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/85"
"Mixed Pairs Mayhem; Masters & Scaled","107 Kettlebrook Industrial Estate, Kettlebrook Road, Tamworth, Staffordshire. B77 1AG","CrossFit Tamworth","","GB","Throwdown Hub Presents","02","07","2020","08","03","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/86"
"Teen Throwdown","Behind AKM Steels Ltd, Masborough St, Rotherham, S60 1EX","Crossfit Rotherham","","GB","Throwdown Hub Presents","02","07","2020","07","03","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/87"
"East Anglian Championships","4 Phillip Ford Way, Wymondham, Norfolk","CrossFit Cerebellum","","GB","Throwdown Hub Presents","02","07","2020","08","03","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/88"
"Forge Fitness Presents The Triplet","Behind AKM Steels Ltd, Masborough St, Rotherham, S60 1EX","Crossfit Rotherham","","GB","Throwdown Hub Presents","05","06","2020","06","06","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/89"
"Northern Souldiers: FREEDOM AND FORCE (MILITARY)","M359bd","Crossfit Northern Soul","","GB","Throwdown Hub Presents","05","06","2020","05","06","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/90"
"Grand Master Throwdown 2020","Unit E5 Halesfield 5, Telford Tf74qj ","Ore CrossFit","","GB","Throwdown Hub Presents","05","06","2020","06","06","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/91"
"Yorkshire Games &amp;#8211; 3 way","15d Bergen Way, Hull HU7 0YQ","Crossfit Hull","","GB","Throwdown Hub Presents","08","05","2020","05","09","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/92"
"Form Fitness Series: RX Mixed 4&amp;#8217;s (2 Male, 2 Female)","","","","","Throwdown Hub Presents","08","05","2020","04","09","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/93"
"Scale It Up- Triple Threat","40-46 Albert road St Phillips Bristol BS2 0XA","Valesco Crossfit","","GB","Throwdown Hub Presents","03","05","2020","04","04","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/94"
"Spectrum Games","CrossFit Waters Edge  27a Stonehouse Street  Plymouth  PL1 3PE","Crossfit Waters Edge","","GB","Throwdown Hub Presents","03","05","2020","04","04","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/95"
"GRIND IT OUT MALE SCALED PAIRS","Unit 4a  , swaines industrial estate  , Ss4 1rg ","Rochford Crossfit","","GB","Throwdown Hub Presents","03","05","2020","04","04","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/96"
"Archie's Throwdown"," 10 Parker Centre Parker Industrial Estate, Derby DE21 4SZ","Crossfit Deviant","","GB","Throwdown Hub Presents","09","04","2020","03","10","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/97"
"The European Championships 2020","Colchester Rd, Tolleshunt Knights CM9 8HX","The Crowne Plaza Resort Colchester &ndash; Five Lakes","","GB","Throwdown Hub Presents","06","04","2020","04","07","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/98"
"feMale: Same Sex Partner Competition","Unit 5, Leestone Road, Sharston Industrial Area, Manchester, Manchester, M22 4RN","M Squared Fitness Ltd","","GB","Throwdown Hub Presents","06","04","2020","04","07","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/99"
"Cheltenham Spa Super Sixes","Southam Lane, Cheltenham, GL52 3PE","Cheltenham 7s Festival, Newlands Park","","GB","Throwdown Hub Presents","06","04","2020","03","07","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/100"
"Cyprus Throwdown 2020","Limassol, Cyprus","CrossFit Cosmos","","CY","Throwdown Hub Presents","10","02","2020","03","10","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/101"
"Albufeira Throwdown","R. do Pinhal 3, 8200-593 Albufeira","Victoria Sports &amp;amp; Beach","","PT","Throwdown Hub Presents","10","02","2020","03","10","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/102"
"ENTER THE DRAGON 20","CrossFit Slough, 388 Sykes Road, Slough, SL14SP","Crossfit Slough","","GB","Throwdown Hub Presents","08","02","2020","01","08","2020","Throwdown Hub","https://throwdownhub.io","https://throwdownhub.io/calendar/competition/info/103"
