"title_name","address1","address2","city","region","country","postalCode","competition_corner","price","priceCurrency","organizer","type_description","contact_details","startDate","startMonth","startYear","endDate","endMonth","endYear","page_url"
"BGR Contest Autumn Edition","GARRIDO Emma","35 avenue du général de gaulle","Bergerac","France","France","24100","Competition Corner","","","BGR Contest","Onsite Competition for Teams","","14","10","2022","17","10","2022","https://competitioncorner.net/events/7978/details"
"UNKNOWN 2.0 - Mixed Pairs: Programmed by Royce Dunne","","","","","","","Competition Corner","0.0","AUD","UNKNOWN Fitness","Virtual Competition for Teams","","14","10","2022","09","11","2022","https://competitioncorner.net/events/8042/details"
"BRIDGETOWN THROWDOWN 2022 (INDIVIDUAL CROSSFIT COMP)","Industry Hills Expo Center--The Grand Arena","16200 Temple Ave","City of Industry","CA","United States","91744","Competition Corner","165.0","USD","LA PUENTE CROSSFIT","Onsite Competition for Individuals","","15","10","2022","15","10","2022","https://competitioncorner.net/events/6316/details"
"Mackay Mayhem 2022 - Same Sex Pairs","CrossFit4740 ","24 Milton street,  Showgrounds ","Mackay ","QLD","Australia","4740","Competition Corner","0.0","AUD","CrossFit4740","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7947/details"
"PAINKLLR Nashville 2022","First Horizon Park ","19 Jackson St","Nasshville","TN","United States","37219","Competition Corner","225.0","USD","PAINKLLR ","Onsite Competition for Individuals and teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/6722/details"
"Carolo Throwdown ","Salle polyvalente du Vieux Campinaire","Rue de Wangenies 58","Fleurus","","Belgium","6200","Competition Corner","","","Coniglio Alexandre","Onsite Competition for Teams","","15","10","2022","16","10","2022","https://competitioncorner.net/events/7451/details"
"C4K COMP 2022","CrossFit Iliad","10120 SW Beaverton Hillsdale Hwy","Beaverton","OR","United States","97005","Competition Corner","","","CrossFit Iliad","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7505/details"
"Festivus Games Fall 2022 @ CrossFit Perth","CrossFit Perth","4/6 Packard Street","Joondalup","WA","Australia","6027","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7532/details"
"MEGA MOD - Scaled Competition for the Everyday Athlete","Iron Haven Fitness","255 Helman St. Unit 5","Ashland","32","United States","97520","Competition Corner","190.0","USD","","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7916/details"
"The Legacy Games","Legacy Athletics ","400 alpha drive ","Westfield","IN","United States","46074","Competition Corner","80.0","USD","Gracie","Onsite Competition for Individuals","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7926/details"
"Fit Fest '22 Benefitting VCAS","Delaware Fit Factory","171 S Sandusky Street","Delaware","OH","United States","43015","Competition Corner","0.0","USD","Delaware Fit Factory","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7964/details"
"The Grunt Games ","Blue Cord CrossFit","13792 Gleneagle Drive ","Colorado Springs ","CO","United States","80921","Competition Corner","0.0","USD","Grunt Games","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7981/details"
"Beauce-A-Palooza • Fortifié par Soudure de Beauce","Léveil CrossFit","15180 boulevard lacroix","Saint-Georges ","QC","Canada","G5Y1R7","Competition Corner","0.0","CAD","","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/3110/details"
"Major League Games 2022","CROSSFIT ST KILDA","362 St Kilda Rd","ST KILDA","VIC","Australia","3182","Competition Corner","","","Major League Games","Onsite Competition for Individuals","","15","10","2022","16","10","2022","https://competitioncorner.net/events/7124/details"
"LES PULSATIONNAL 2022","pulsation coaching","5 avenue de l'homme à la fenêtre","chateauneuf les martigues","paca","France","13220","Competition Corner","0.0","EUR","","Onsite Competition for Teams","","15","10","2022","16","10","2022","https://competitioncorner.net/events/7221/details"
"Mid Atlantic Masters Classic","Everlasting Fitness","1305 Governor Ct","Abingdon","MD","United States","21009","Competition Corner","0.0","USD","Everlasting Competitions","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7425/details"
"UNBRKN BY THE OCEAN 2022","The Waterfront, Shell Cove","Marina Drive","Shell Cove","NSW","Australia","2529","Competition Corner","0.0","AUD","Unbrkn by the Ocean 2022","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7584/details"
"Iron October X - The Last Dance","Iron Mile Fitness","3610 N Freeway Blvd","Sacramento","CA","United States","95834","Competition Corner","0.0","USD","Iron October ","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7744/details"
"The Battle 3rd Edition","MotionLab SA","Chem. du Petit-Flon 29","Le Mont-sur-Lausanne","","Switzerland","1052","Competition Corner","0.0","CHF","The Battle 3rd","Onsite Competition for Teams","","15","10","2022","16","10","2022","https://competitioncorner.net/events/7775/details"
"Ragin Games 2022","Blackham Coliseum"," 2330 Johnston St","Lafayette","LA","United States","70503","Competition Corner","130.0","USD","Ragin Games","Onsite Competition for Individuals and teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7829/details"
"LA BATAILLE DE CASTEL","CROSSFIT CASTELSARRASIN","4 PLACE GASTON BÉNAC ","CASTELSARRASIN","TARN ET GARONNE","France","82100","Competition Corner","0.0","EUR","CROSSFIT CASTELSARRASIN","Onsite Competition for Teams","","15","10","2022","16","10","2022","https://competitioncorner.net/events/7896/details"
"Unbroken","Camp TUF","506 E. Division st. Suite 100","Arlington","39","United States","76011","Competition Corner","350.0","USD","","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/8036/details"
"The Jurassic Games 2022","Jurassic CrossFit","12010 NE 23rd St","Choctaw","OK","United States","73020","Competition Corner","0.0","USD","Jurassic CrossFit","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7536/details"
"Girls Gone Rx DC","CrossFit Kingstowne","652 S. Picket Street. Alexandria, Virginia 22304","Alexandria","VA","United States","22304","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7717/details"
"Girls Gone Rx Iowa","Max Oxygen CrossFit","1901 Bell Avenue, Suite 7 ","Des Moines","IA","United States","50315","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7723/details"
"Girls Gone Rx Southern Illinois","Final Call Robinson Fitness and Nutrition","111 W. Highland Robinson, IL 62454","Highland Robinson","IL","United States","62454","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7724/details"
"Girls Gone Rx Charlotte","CrossFit Mecklenburg","215 Southside Dr, Charlotte, NC, United States, North Carolina","Charlotte","NC","United States","28217","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7726/details"
"Girls Gone Rx Canada: Richmond","Overdrive Athletic Club ","7371 Elmbridge Way","Richmond","BC","Canada","V6X 1B8 ","Competition Corner","0.0","CAD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7742/details"
"Girls Gone Rx Canada: Belleville","CrossFit Belleville","40 Hanna Court","Belleville","ON","Canada","K8P 5J2","Competition Corner","0.0","CAD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7743/details"
"Girls Gone Rx Dallas","D-Town CrossFit ","155 Parkhouse St","Dallas","TX","United States","75207","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/7803/details"
"Girls Gone Rx Omaha","CrossFit Kinesis","10807 S 204TH AVENUE CIRCLE,","Gretna","NE","United States","68028","Competition Corner","0.0","USD","Girls Gone Rx","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/8051/details"
"Cornhole Tournament","CrossFit Boston Iron & Grit","1230 VFW Parkway--Back of The Building","West Roxbury","15","United States","02132","Competition Corner","200.0","USD","","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/8181/details"
"Elemental Classic 2.0","Elemental CrossFit","119 Walker Dr","Farmington","19","United States","63640","Competition Corner","130.0","USD","","Onsite Competition for Teams","","15","10","2022","17","10","2022","https://competitioncorner.net/events/7897/details"
"Never Back Down 2022 - M/F Pairs","Polsky's Strength & Conditioning (CrossFit PSC)","259 Gage avenue","Kitchener","60","Canada","N2M 2H3","Competition Corner","150.0","CAD","Polsky’s Strength and Conditioning ","Onsite Competition for Teams","","15","10","2022","15","10","2022","https://competitioncorner.net/events/8199/details"
"The Geezer Games","","23510 Telo Ave, Unit 1","Torrance","CA","United States","90505","Competition Corner","145.0","USD","Torrance Training Lab","Onsite Competition for Individuals","","16","10","2022","16","10","2022","https://competitioncorner.net/events/7753/details"
"Battle Cancer London 2022","Olympia London","Hammersmith Road, Kensington","London","Greater London","United Kingdom","W14 8UX","Competition Corner","72.5","GBP","Battle Cancer","Onsite Competition for Individuals and teams","","16","10","2022","16","10","2022","https://competitioncorner.net/events/5682/details"
"Barbelles Ladies Only Pairs Competition - Aylesbury","CrossFit Aylesbury","53 Rabans Close","Aylesbury","Lancashire","United Kingdom","HP19 8RS","Competition Corner","0.0","GBP","Barbelles","Onsite Competition for Teams","","16","10","2022","16","10","2022","https://competitioncorner.net/events/6135/details"
"Polish Championship","","","","","","","Competition Corner","40.0","EUR","Polish Championship","Virtual Competition for Individuals","","21","10","2022","22","10","2022","https://competitioncorner.net/events/8213/details"
"2022 CrossFit Masters Fitness Collective Championship","Allen County War Memorial Coliseum","4000 Parnell Ave","Fort Wayne","IN","United States","46805","Competition Corner","250.0","USD","East Coast Classic","Onsite Competition for Individuals and teams","","21","10","2022","23","10","2022","https://competitioncorner.net/events/7286/details"
"Premier Online ","","","","","","","Competition Corner","","","","Virtual Competition for Individuals","","22","10","2022","09","11","2022","https://competitioncorner.net/events/8012/details"
"Festivus Games Fall 2022 @ The Roost CrossFit","The Roost CrossFit","15916 99th Ave Ct E","Puyallup ","WA","United States","98375","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7421/details"
"Level Method Games","CrossFit 162West","Skattegårdsvägen 130","Stockholm","Stockholm","Sweden","162 50","Competition Corner","0.0","SEK","Level Method Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8135/details"
"Festivus Games Fall 2022 @ I-Backs CrossFit","I-Backs CrossFit","450 W 910 S, Suite 400 ","Heber City","UT","United States","84032","Competition Corner","","","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7335/details"
"Festivus Games Fall 2022 @ Kados CrossFit","Kados CrossFit","411 E Watts Dr, Unit C","Rapid City","SD","United States","57701","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7336/details"
"Festivus Games Fall 2022 @ CrossFit Tallahassee","CrossFit Tallahassee","504 Capital Circle SE","Tallahassee","FL","United States","32301","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7338/details"
"Festivus Games Fall 2022 @ Hybrid Theory Athletics Llc.","Hybrid Theory Athletics Llc.","111 Wilmington Highway","Jacksonville","NC","United States","28540","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7339/details"
"Festivus Games Fall 2022 @ CrossFit Silver Fox","CrossFit Silver Fox","124 Cedar St","Batavia ","NY","United States","14020","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7340/details"
"Festivus Games Fall 2022 @ Be Strong","Be Strong","1628 Commerce Pkwy","Bloomington","IL","United States","61701","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7341/details"
"Festivus Games Fall 2022 @ CrossFit Duluth","CrossFit Duluth","4429 Venture Ave","Duluth","MN","United States","55811","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7342/details"
"Festivus Games Fall 2022 @ Zootown CrossFit","Zootown CrossFit","2425 Mary Avenue","Missoula","MT","United States","59808","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7343/details"
"Festivus Games Fall 2022 @ CrossFit Brookings","CrossFit Brookings","1325 Main Ave S, Suite C","Brookings","SD","United States","57006","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7344/details"
"Festivus Games Fall 2022 @ CrossFit Junction","CrossFit Junction","2458 Industrial Blvd Suite 2 ","Grand Junction ","CO","United States","81505","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7345/details"
"Festivus Games Fall 2022 @ CrossFit KENAZ","CrossFit KENAZ","925 E. Bardsley Ave","Tulare","CA","United States","93274","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7346/details"
"Festivus Games Fall 2022 @ SVG Athletics","SVG Athletics","749 New Ludlow Road, Suite B","South Hadley","MA","United States","1075","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7347/details"
"Festivus Games Fall 2022 @ CrossFit 181","CrossFit 181","21883 Hwy 181 Ste H","Fairhope","AL","United States","36532","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7350/details"
"Festivus Games Fall 2022 @ CrossFit Le Mars","CrossFit Le Mars","627 Prospect St. SW ","Le Mars","IA","United States","51031","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7351/details"
"Festivus Games Fall 2022 @ CrossFit CTRL","CrossFit CTRL","80 Riverside Drive","Fairmont","WV","United States","26554","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7352/details"
"Festivus Games Fall 2022 @ CrossFit Dubuque","CrossFit Dubuque","3080 Cedar Crest Ct, Suite 102","Dubuque","IA","United States","52003","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7353/details"
"Festivus Games Fall 2022 @ Crossfit Spokane Valley","Crossfit Spokane Valley","12403 E 1st Ave","Spokane Valley","WA","United States","99216","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7354/details"
"Festivus Games Fall 2022 @ CrossFit Throne","CrossFit Throne","5152 69th Street, Suite 108 ","Lubbock","TX","United States","79424","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7355/details"
"Festivus Games Fall 2022 @ CrossFit Bluestone","CrossFit Bluestone","159 County Road 4807","Kempner","TX","United States","76539","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7356/details"
"Festivus Games Fall 2022 @ Fearless Athletics","Fearless Athletics","744 S 11th St","Philadelphia","PA","United States","19147","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7360/details"
"Festivus Games Fall 2022 @ Camp Rhino Boise | Rhino CrossFit II","Camp Rhino Boise | Rhino CrossFit II","5244 W Overland Rd","Boise","ID","United States","83705","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7361/details"
"Festivus Games Fall 2022 @ CrossFit Recoil","CrossFit Recoil","10595 Bloomfield St","Los Alamitos","CA","United States","90720","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7363/details"
"Festivus Games Fall 2022 @ CrossFit Ridge Runner","CrossFit Ridge Runner","1742 West Elk Avenue","Elizabethton","TN","United States","37643","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7364/details"
"Festivus Games Fall 2022 @ a2o Fit: Home of CrossFit Panthera","a2o Fit: Home of CrossFit Panthera","10406 Southern Maryland Blvd","Dunkirk","MD","United States","20754","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7365/details"
"Festivus Games Fall 2022 @ Crossfit Effingham","Crossfit Effingham","1310 South Banker","Effingham","IL","United States","62401","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7366/details"
"Festivus Games Fall 2022 @ CrossFit RWOL","CrossFit RWOL","185 N Centennial Way ","Mustang","OK","United States","73064","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7368/details"
"Festivus Games Fall 2022 @ CrossFit La Crosse","CrossFit La Crosse","303 Causeway blvd","La Crosse ","WI","United States","54603","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7369/details"
"Festivus Games Fall 2022 @ Canon City CrossFit","Canon City CrossFit","130 N 3rd St","Florence","CO","United States","81226","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7372/details"
"Festivus Games Fall 2022 @ Fairmont CrossFit","Fairmont CrossFit","1007 E. 10th Street, Suite 120","Fairmont","MN","United States","56031","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7373/details"
"Festivus Games Fall 2022 @ CrossFit Kokomo","CrossFit Kokomo","1086 South Dixon Road","Kokomo","IN","United States","46902","Competition Corner","","","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7374/details"
"Festivus Games Fall 2022 @ Great Lakes CrossFit","Great Lakes CrossFit","15812 New Holland St","Holland","MI","United States","49424","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7375/details"
"Festivus Games Fall 2022 @ AKP CrossFit","AKP CrossFit","8230 Expansion Way","Huber Heights","OH","United States","45424","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7376/details"
"Festivus Games Fall 2022 @ CrossFit Out of the Box","CrossFit Out of the Box","429 N Federal Highway","Pompano Beach","FL","United States","33062","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7379/details"
"Festivus Games Fall 2022 @ Longhorn Strength & Fitness","Longhorn Strength & Fitness","2906, 404 W Main St, Suite 106","Azle","TX","United States","76020","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7380/details"
"Festivus Games Fall 2022 @ Forest City CrossFit","Forest City CrossFit","20-1116 Dearness Drive ","London","ON","Canada","N6E 1N9","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7383/details"
"Festivus Games Fall 2022 @ CrossFit Archangel","CrossFit Archangel","17437 N 71st dr","Glendale","AZ","United States","85308","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7385/details"
"Festivus Games Fall 2022 @ CrossFit Black Hive West","Anatomy In Motion Athletic Co.","178 Industrial Loop S","Orange Park","FL","United States","32073","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7386/details"
"Festivus Games Fall 2022 @ CrossFit Outerbelt","CrossFit Outerbelt","324 North Maple Street","Lancaster","OH","United States","43130","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7388/details"
"Festivus Games Fall 2022 @ CrossFit RAZE","CrossFit RAZE","3410 County Road 6 E Unit 1 ","Elkhart ","IN","United States","46517","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7389/details"
"Festivus Games Fall 2022 @ Sweat Factory Rockledge","Sweat Factory Rockledge","446 Gus Hipp Blvd","Rockledge","FL","United States","32955","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7390/details"
"Festivus Games Fall 2022 @ WPF CrossFit","WPF CrossFit","16536 SE 362nd Dr.","Sandy","OR","United States","97055","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7391/details"
"Festivus Games Fall 2022 @ CrossFit Beyond Sport","CrossFit Beyond Sport","607 S 2nd St.","Princeton","MN","United States","55371","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7392/details"
"Festivus Games Fall 2022 @ The Gold Standard","The Gold Standard","24756 W. Eames St ","Channahon","IL","United States","60410","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7393/details"
"Festivus Games Fall 2022 @ CrossFit Kilo","CrossFit Kilo","3109 Venture Way","Cedar Falls","IA","United States","50613","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7394/details"
"Festivus Games Fall 2022 @ CrossFit Pittsburgh","CrossFit Pittsburgh","5695 Hamilton Avenue","Pittsburgh","PA","United States","15206","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7396/details"
"Festivus Games Fall 2022 @ Crossfit ThunderHawks ","Crossfit ThunderHawks ","4725 Huron Drive","Rio Rancho ","NM","United States","87144","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7399/details"
"Festivus Games Fall 2022 @ Maple Leaf Crossfit","Maple Leaf Crossfit","1451 Gorman Drive","Geneseo","IL","United States","61254","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7400/details"
"Festivus Games Fall 2022 @ G.I. Gym","G.I. Gym","3125 Gresham lake rd ","Raleigh","NC","United States","27615","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7401/details"
"Festivus Games Fall 2022 @ J5 CrossFit","J5 CrossFit","9500 Collinsville Road Suite C","Collinsville","IL","United States","62234","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7402/details"
"Festivus Games Fall 2022 @ CrossFit Strode Station ","CrossFit Strode Station ","4793 Suite A Rockwell Rd","Winchester ","KY","United States","40391","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7403/details"
"Festivus Games Fall 2022 @ Premier CrossFit","Premier CrossFit","1906 Capital Drive","Tyler","TX","United States","75701","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7404/details"
"Festivus Games Fall 2022 @ Gorillaz Fitness","Gorillaz Fitness","4 Newport Drive","Forest Hill ","MD","United States","21050","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7406/details"
"Festivus Games Fall 2022 @ CrossFit Bloomfield","CrossFit Bloomfield","799 Industrial Ct ","Bloomfield Hills ","MI","United States","48302","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7408/details"
"Festivus Games Fall 2022 @ Roanoke Valley CrossFit","Roanoke Valley CrossFit","6525 Commonwealth Drive ","Roanoke","VA","United States","24018","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7412/details"
"Festivus Games Fall 2022 @ CrossFit Sav-Up","CrossFit Sav-Up","1075 Lakeville Street","Petaluma","CA","United States","94952","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7413/details"
"Festivus Games Fall 2022 @ Cuyahoga Valley CrossFit ","Cuyahoga Valley CrossFit ","2067 Midway Drive","Twinsburg ","OH","United States","44087","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7414/details"
"Festivus Games Fall 2022 @ Rock City Complete Fitness","Rock City Complete Fitness","9000 Commerce Cv","North Little Rock","AR","United States","72113","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7415/details"
"Festivus Games Fall 2022 @ Crossfit Freedom","Crossfit Freedom","748 East Park Ave","Libertyville","IL","United States","60048","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7416/details"
"Festivus Games Fall 2022 @ Sweat Factory CrossFit","Sweat Factory CrossFit","17649 US-27","Clermont","FL","United States","34715","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7417/details"
"Festivus Games Fall 2022 @ CrossFit Vint Hill ","CrossFit Vint Hill ","7142 Farm Station Drive","Warrenton","VA","United States","20187","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7418/details"
"Festivus Games Fall 2022 @ TTR CrossFit ","TTR CrossFit ","21141 Blair Rd. Bldg. 12","Conroe","TX","United States","77385","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7419/details"
"Festivus Games Fall 2022 @ Crossfit Charlotte","Crossfit Charlotte","9535 Monroe Rd, Suite 100","Charlotte","NC","United States","28270","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7420/details"
"Festivus Games Fall 2022 @ Redemption Fitness","Redemption Fitness","200 Travis Lane, UNIT A","Waukesha","WI","United States","53189","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7422/details"
"Festivus Games Fall 2022 @ CrossFit Loop","CrossFit Loop","136 South Wilcox Street","Castle Rock","CO","United States","80104","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7423/details"
"Festivus Games Fall 2022 @ CGX CrossFit ","CGX CrossFit","571 Industrial Dr ","Bargersville","IN","United States","46106","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7456/details"
