"name","city","state","zipcode","address","phone_no","website","page_url"
"Brandywine Htg & Air","Wilmington","Delaware","19804","216 S Maryland Ave
Wilmington, Delaware 19804","302-750-3123","","https://www.lennox.com/locate/dealer/de/wilmington/brandywine-htg-and-air"
"Fletcher Plumb Heat A/C","SMYRNA","Delaware","19977-1075","18 MYRTLE ST
SMYRNA, Delaware 19977-1075","302-653-6277","","https://www.lennox.com/locate/dealer/de/smyrna/fletcher-plumbing-heat-ac"
"Horizon Services","Wilmington","Delaware","19805","320 Century Blvd
Wilmington, Delaware 19805","(302) 217-6668","https://www.horizonservices.com/","https://www.lennox.com/locate/dealer/de/wilmington/horizon-svcs-de-llc"
"Liam Svcs LLC","Newark","Delaware","19702-1366","78 Albe Dr #6
Newark, Delaware 19702-1366","302-273-3841","","https://www.lennox.com/locate/dealer/de/newark/liam-svcs-llc"
"Service Today Inc","SEAFORD","Delaware","19973-8129","9349 OLD FURNACE RD
SEAFORD, Delaware 19973-8129","(844) 423-2378","https://www.servicetodayinc.com/","https://www.lennox.com/locate/dealer/de/seaford/ltp"
"SABRS Home Comfort LLC","LEWES","Delaware","19958-4680","17298 Coastal Hwy
LEWES, Delaware 19958-4680","(302) 379-8133","https://www.sabrsheatingandair.com/","https://www.lennox.com/locate/dealer/de/lewes/sabrs-home-comfort"
"Schagrin Gas Co","Millsboro","Delaware","19966","28265 Dupont Blvd
Millsboro, Delaware 19966","302-696-1370","","https://www.lennox.com/locate/dealer/pa/west-grove/schagrin-gas-co"
"Sila Heating and Air Conditioning - PA Office","Wilmington","Delaware","19807","4023 Kennett Pike
Wilmington, Delaware 19807","610-491-9400","http://www.sila.com","https://www.lennox.com/locate/dealer/pa/king-of-prussia/sila-svcs-llc"
"Sobieski Services Inc","Newark","Delaware","19713","1325 Old Coochs Bridge Rd
Newark, Delaware 19713","800-665-0002","","https://www.lennox.com/locate/dealer/de/newark/sobieski-svcs-inc"
"4 Seasons Air Conditioning & Heating","Orlando","Florida","32810-3422","7110 Overland Rd
Orlando, Florida 32810-3422","407-295-9231","http://www.4seasonsair.net/","https://www.lennox.com/locate/dealer/fl/orlando/4-seasons-ac-and-htg-inc"
"A2Z Air Inc","Boynton Beach","Florida","33437-7527","7965 Parsons Pine Dr
Boynton Beach, Florida 33437-7527","954-562-0009","","https://www.lennox.com/locate/dealer/fl/boynton-beach/a2z-air-inc"
"A/C & Electric Energy Inc","Palm Beach Gardens","Florida","33403","3567 91st St N Suite 7
Palm Beach Gardens, Florida 33403","561-494-0600","https://www.ac-energy.com","https://www.lennox.com/locate/dealer/fl/palm-beach-gardens/ac-and-electric-energy-inc"
"A/C by FL Comfort Systems","Naples","Florida","34114-0102","3945 Tollhouse Dr STE 907
Naples, Florida 34114-0102","239-774-5501","","https://www.lennox.com/locate/dealer/fl/naples/ac-by-florida-comfort-systems"
"AC Care LLC","STUART","Florida","34994-1038","1500 NW FEDERAL HWY
STUART, Florida 34994-1038","772-266-2665","https://www.accareheatair.com","https://www.lennox.com/locate/dealer/fl/stuart/ac-care-llc"
"Ace Solves It All","Orlando","Florida","32801","421 W Robinson St
Orlando, Florida 32801","(407) 850-4900","https://www.acesolvesitall.com/","https://www.lennox.com/locate/dealer/fl/kissimmee/ace-solves-it-all"
"Action Air Conditioning Inc","Tampa","Florida","33604-2730","8926 N Armenia Ave
Tampa, Florida 33604-2730","813-935-6644","","https://www.lennox.com/locate/dealer/fl/tampa/action-ac-inc"
"Air Commanders Heating & AC","Haines City","Florida","33844","2115 S 30th St
Haines City, Florida 33844","(863) 427-3709","","https://www.lennox.com/locate/dealer/fl/haines-city/air-commanders-htg-and-ac"
"Air Cool Inc","Naples","Florida","34104","4085 Arnold Ave
Naples, Florida 34104","239-598-2020","","https://www.lennox.com/locate/dealer/fl/naples/air-cool-inc"
"Air-Ref Co","Delray Beach","Florida","33483-6136","2703 N Old Dixie Hwy
Delray Beach, Florida 33483-6136","561-493-3305","","https://www.lennox.com/locate/dealer/fl/delray-beach/air-ref-co"
"Akins Htg & A/C Inc","Bell","Florida","32619-2384","3248 Bryant Ave
Bell, Florida 32619-2384","352-463-2380","http://www.akinsheatingandair.com/","https://www.lennox.com/locate/dealer/fl/bell/akins-htg-and-ac-inc"
"All American A/C & Htg Contr Inc","St. Augustine","Florida","32080-6537","1010 FL-312
St. Augustine, Florida 32080-6537","904-461-0070","http://www.allamericanac.com","https://www.lennox.com/locate/dealer/fl/st.-augustine/all-american-ac-inc"
"All American Heating  Cooling Inc","Sarasota","Florida","34240-7857","1351 Global Ct
Sarasota, Florida 34240-7857","941-379-9883","","https://www.lennox.com/locate/dealer/fl/sarasota/all-american-htg-and-cooling-inc"
"All Star Heating & Cooling","Ocala","Florida","34479","3860 NE 40th Pl
Ocala, Florida 34479","855-978-2349","","https://www.lennox.com/locate/dealer/fl/port-richey/all-star-htg-and-cooling"
"All Weather Htg & Cooling Inc","OCALA","Florida","34470-3603","710 NE 17TH PL
OCALA, Florida 34470-3603","352-867-0019","http://www.allweatherheatingandcooling.net/","https://www.lennox.com/locate/dealer/fl/ocala/all-weather-htg-and-cooling-inc"
"American Air & Heat Inc","Oviedo","Florida","32765","502 S Econ Cir
Oviedo, Florida 32765","407-359-9501","https://www.americanairandheat.com/","https://www.lennox.com/locate/dealer/fl/oviedo/american-air-and-heat-inc"
"Andrews Cooling & Heating Inc","FORT WALTON BEACH","Florida","32547-2504","410 RACETRACK RD NE
FORT WALTON BEACH, Florida 32547-2504","850-862-5253","","https://www.lennox.com/locate/dealer/fl/fort-walton-beach/andrews-cooling-and-heating-inc"
"Austin & Barnett Htg & Cooling Inc.","Lakeland","Florida","33803-8382","3535 Reynolds Rd
Lakeland, Florida 33803-8382","863-687-4849","","https://www.lennox.com/locate/dealer/fl/lakeland/austin-and-barnett-htg-and-cooling-inc"
"Bayonet Plbg Htg & A/C Inc","HUDSON","Florida","34667-3456","8950 NEW YORK AVE
HUDSON, Florida 34667-3456","727-868-4636","","https://www.lennox.com/locate/dealer/fl/hudson/bayonet-plbg-htg-and-a-c-inc"
"BF Plbg LLC","Jacksonville","Florida","32258","11623 Columbia Park Dr E
Jacksonville, Florida 32258","904-724-2455","https://www.fenwickhomeservices.com/","https://www.lennox.com/locate/dealer/fl/jacksonville/bf-plbg-llc"
"Waychoff's Heating & AC Inc","Jacksonville","Florida","32256","6929 Phillips Pkwy Dr S
Jacksonville, Florida 32256","904-880-5525","","https://www.lennox.com/locate/dealer/fl/jacksonville/bf-plbg-svcs-llc"
"Boyd Brothers Service Inc","Punta Gorda","Florida","33983-2742","2460 Highlands Rd
Punta Gorda, Florida 33983-2742","941-627-8881","","https://www.lennox.com/locate/dealer/fl/port-charlotte/boyd-brothers-service-inc"
"Breathe Healthier Ent Inc","Stuart","Florida","34997-7246","7886 SW Ellipse Way
Stuart, Florida 34997-7246","772-600-7151","","https://www.lennox.com/locate/dealer/fl/stuart/breathe-healthier-ent-inc"
"Bud's Plumbing, Heating, Air Conditioning, & Electrical","Fort Walton Beach","Florida","32548","155 Blake Ave Bldg A
Fort Walton Beach, Florida 32548","850-904-2600","http://www.budsusa.com/","https://www.lennox.com/locate/dealer/va/yorktown/buds-htg-and-ac-inc"
"Central Comfort A/C Corp","Miami","Florida","33176","9721 SW 102nd Ave Rd
Miami, Florida 33176","305-598-7575","","https://www.lennox.com/locate/dealer/fl/miami/central-comfort-ac-corp"
"Charles Berg Enterprises Inc","GAINESVILLE","Florida","32609-6100","1220 NW 53RD AVE
GAINESVILLE, Florida 32609-6100","352-377-0880","http://charlesbergenterprises.com","https://www.lennox.com/locate/dealer/fl/gainesville/charles-berg-enterprises-inc"
"Climate Design Air Cond Inc","Bradenton","Florida","34205","917 26th Ave W
Bradenton, Florida 34205","727-572-9100","","https://www.lennox.com/locate/dealer/fl/clearwater/climate-design-air-cond-inc"
"CMI A/C & Electrical","Lake Park","Florida","33403","202 Old Dixie Hwy
Lake Park, Florida 33403","561-844-1004","https://www.cmiac.com","https://www.lennox.com/locate/dealer/fl/lake-park/cmi-ac-and-electrical"
"CNR Air Conditioning Inc","Naples","Florida","34114-5409","3888 Mannix Dr STE 312
Naples, Florida 34114-5409","239-455-5972","","https://www.lennox.com/locate/dealer/fl/naples/cnr-ac-inc"
"Coastal Comfort","Pompano Beach","Florida","33060-8905","881 W McNab Rd
Pompano Beach, Florida 33060-8905","954-782-2665","https://www.coastalcomfortac.com/","https://www.lennox.com/locate/dealer/fl/pompano-beach/coastal-comfort"
"Coastal Clg Inc","FORT MYERS","Florida","33912-2231","5930 YOUNGQUIST RD
FORT MYERS, Florida 33912-2231","239-432-9833","","https://www.lennox.com/locate/dealer/fl/fort-myers/coastal-cooling-inc"
"Comfort Temp Company Inc","Gainesville","Florida","32609","4301 NW 6th St
Gainesville, Florida 32609","352-376-2366","https://comforttemp.com","https://www.lennox.com/locate/dealer/fl/gainesville/comfort-temp-co-inc"
"Comfort Zone Inc","Cape Coral","Florida","33990-5008","1009 SE 12th Pl #6
Cape Coral, Florida 33990-5008","239-574-2327","","https://www.lennox.com/locate/dealer/fl/cape-coral/comfort-zone-inc"
"Condee Cooling & Electric Inc","Marco Island","Florida","34145-3615","25 Front St
Marco Island, Florida 34145-3615","239-394-5121","","https://www.lennox.com/locate/dealer/fl/marco-island/condee-clg-and-electric-inc"
"Conditioned Air","Fort Myers","Florida","33913","14231 Jetport Loop W #16
Fort Myers, Florida 33913","239-939-1177","http://www.conditionedair.com/","https://www.lennox.com/locate/dealer/fl/naples/conditioned-air-corp"
"Cook's Air Conditioning & Heating Specialists","Lake City","Florida","32025","1955 Southwest Main Blvd
Lake City, Florida 32025","866-266-5706","","https://www.lennox.com/locate/dealer/fl/live-oak/cooks-heat-and-ac-inc"
"Cool Bear Services","Boynton Beach","Florida","33426-8637","3626 Quantum Blvd
Boynton Beach, Florida 33426-8637","561-572-3636","","https://www.lennox.com/locate/dealer/fl/boca-raton/cool-bear-svcs"
"Cool Zone Inc","Naples","Florida","34109","2000 J and C Blvd
Naples, Florida 34109","(239) 513-9199","https://coolzoneinc.com/","https://www.lennox.com/locate/dealer/fl/naples/cool-zone-inc"
"Cousins Air Inc","Deerfield Beach","Florida","33442-7735","3300 SW 15th St
Deerfield Beach, Florida 33442-7735","954-596-6999","","https://www.lennox.com/locate/dealer/fl/deerfield-beach/cousins-air-inc"
"Custom Air Systems Inc","Port St. Lucie","Florida","34952","1615 SE Village Green Dr
Port St. Lucie, Florida 34952","772-335-3232","","https://www.lennox.com/locate/dealer/fl/port-st.-lucie/custom-air-systems-inc"
"Daniel's Heating & A/C Inc","Inverness","Florida","34450","4581 S Florida Ave
Inverness, Florida 34450","352-726-5845","","https://www.lennox.com/locate/dealer/fl/inverness/daniels-htg-and-ac-inc"
"Del-Air Htg A/C - RESIDENTIAL","SANFORD","Florida","32771-6618","531 CODISCO WAY
SANFORD, Florida 32771-6618","407-831-2665","","https://www.lennox.com/locate/dealer/fl/sanford/del-air-htg-ac"
"Donald Guy Heating  Cooling Inc","Tallahassee","Florida","32303","5281 Tower Rd #4
Tallahassee, Florida 32303","850-562-6309","","https://www.lennox.com/locate/dealer/fl/tallahassee/donald-guy-heating--cooling-inc"
"Dunedin Refrigeration","Dunedin","Florida","34698-7910","228 Douglas Ave
Dunedin, Florida 34698-7910","727-733-8446","http://www.dunedinrefrigeration.com","https://www.lennox.com/locate/dealer/fl/dunedin/dunedin-refrig"
"ECM","Boynton Beach","Florida","33426","1500 High Ridge Rd
Boynton Beach, Florida 33426","561-586-3739","https://www.ecmservice.com","https://www.lennox.com/locate/dealer/fl/boynton-beach/ecm"
"Eco Air Systems","Ormond Beach","Florida","32174","892 S Nova Rd
Ormond Beach, Florida 32174","(386) 256-5436","https://www.ecoairflorida.com","https://www.lennox.com/locate/dealer/fl/holly-hill/eco-air-systems"
"Elite Electric & Air Inc","Port St. Lucie","Florida","34984-3435","1691 SW South Macedo Blvd
Port St. Lucie, Florida 34984-3435","772-340-3815","http://www.eliteelectricandair.com","https://www.lennox.com/locate/dealer/fl/port-st.-lucie/elite-electric-and-air-inc"
"Ellington Svcs Corp","Rockledge","Florida","32955-4930","3280 US-1
Rockledge, Florida 32955-4930","321-222-6718","","https://www.lennox.com/locate/dealer/fl/rockledge/ellington-svcs-corp"
"Ellsworth Heating & Cooling Inc","North Fort Myers","Florida","33903-2859","1905 N Tamiami Trail
North Fort Myers, Florida 33903-2859","239-995-6005","","https://www.lennox.com/locate/dealer/fl/north-fort-myers/ellsworth-htg-and-cooling-inc"
"Emory Walker Company","Okeechobee","Florida","34974-4205","208 SW 5th Ave
Okeechobee, Florida 34974-4205","863-763-6742","http://www.EmoryWalker.com","https://www.lennox.com/locate/dealer/fl/okeechobee/emory-walker-co"
"Direct Air","Miami","Florida","33186","12200 SW 129th Ct
Miami, Florida 33186","305-596-2666","","https://www.lennox.com/locate/dealer/fl/miami/enduring-sach-1"
"Engineered Air LLC","Pompano Beach","Florida","33064-2112","2520 N Andrews Ave Ext
Pompano Beach, Florida 33064-2112","954-974-7277","http://www.engineeredairllc.com","https://www.lennox.com/locate/dealer/fl/pompano-beach/engineered-air-llc"
"Duron Smith AC & Heat","Rockledge","Florida","32955","290 Paint St Suite 102
Rockledge, Florida 32955","321-306-1123","https://duronsmithac.com/","https://www.lennox.com/locate/dealer/fl/rockledge/fast-of-florida"
"FAST of Florida Inc","Clearwater","Florida","33760","13003 US Hwy 19 N
Clearwater, Florida 33760","727-513-7799","https://fastofflorida.com/","https://www.lennox.com/locate/dealer/fl/clearwater/fast-of-florida-inc"
"Patrick's Heating & Air Conditioning","Ocala","Florida","34480","4344 SE 95th St b
Ocala, Florida 34480","352-309-1215","https://patrickshvac.com/","https://www.lennox.com/locate/dealer/fl/ocala/fast-of-florida-inc"
"Advanced Air Home Services Palm Coast","Bunnell","Florida","32110","15 Enterprise Dr
Bunnell, Florida 32110","(386) 446-5123","https://advancedairandheat.com/","https://www.lennox.com/locate/dealer/fl/bunnell/fast-of-florida-inc"
"Advanced Air Home Services","Edgewater","Florida","32132","1939 W Park Ave
Edgewater, Florida 32132","386-749-3651","https://advancedairandheat.com/","https://www.lennox.com/locate/dealer/fl/edgewater/fast-of-florida-inc"
"United States Heating & Air Conditioning","Longwood","Florida","32750","555 Dog Track Rd
Longwood, Florida 32750","407-250-1744","https://www.callushac.com/","https://www.lennox.com/locate/dealer/fl/longwood/fast-of-florida-inc"
"Florida Heat & Air Inc.","Ft Myers","Florida","33905","5611 Zip Drive
Ft Myers, Florida 33905","239-694-7900","","https://www.lennox.com/locate/dealer/fl/ft-myers/florida-heat-and-air-inc."
"FL HVAC Svcs","OCALA","Florida","34473-7836","15475 SW 16TH AVE
OCALA, Florida 34473-7836","352-358-5537","","https://www.lennox.com/locate/dealer/fl/ocala/florida-hvac-svcs"
"Forward Electric and Air Conditioning","Palm City","Florida","34990","4437 SW Port Way
Palm City, Florida 34990","772-221-1660","http://www.forwardelectricandair.com","https://www.lennox.com/locate/dealer/fl/palm-city/forward-electric-and-ac"
"Four Seasons AC Inc","PORT CHARLOTTE","Florida","33953-3835","1592 MARKET CIR
PORT CHARLOTTE, Florida 33953-3835","941-627-2132","","https://www.lennox.com/locate/dealer/fl/port-charlotte/four-seasons-ac-inc"
"Freedom Air & Heat Inc","Cocoa","Florida","32922","1401 Clearlake Rd
Cocoa, Florida 32922","321-631-6886","https://www.freedomairheat.com","https://www.lennox.com/locate/dealer/fl/cocoa/freedom-air-and-heat-inc"
"Frosty's Air Conditioning LLC","Riverview","Florida","33578-4992","8906 Eagle Watch Dr
Riverview, Florida 33578-4992","813-672-4130","","https://www.lennox.com/locate/dealer/fl/riverview/frostys-ac-llc"
"Gordon Air Conditioning","CRESTVIEW","Florida","32539-5315","3182 E JAMES LEE BLVD
CRESTVIEW, Florida 32539-5315","850-682-5509","","https://www.lennox.com/locate/dealer/fl/crestview/gordon-ac"
"Grande Aire Svcs Inc","BOCA GRANDE","Florida","33921","330 E RAILROAD AVE
BOCA GRANDE, Florida 33921","941-964-1142","","https://www.lennox.com/locate/dealer/fl/boca-grande/grande-aire-svcs-inc"
"Gulf Coast Air Systems Inc","Tampa","Florida","33610","5411 Comfort Dr
Tampa, Florida 33610","813-689-2082","http://www.gulfcoastairsystems.com/","https://www.lennox.com/locate/dealer/fl/tampa/gulf-coast-air-systems-inc"
"Gulf Shore Cooling Inc","Fort Myers","Florida","33966","6428 Commerce Park Dr
Fort Myers, Florida 33966","239-939-1137","www.gulfshorecooling.com","https://www.lennox.com/locate/dealer/fl/venice/gulf-shore-cooling-inc"
"Haines AC","BONITA SPRINGS","Florida","34134-4112","3963 BONITA BEACH RD
BONITA SPRINGS, Florida 34134-4112","239-992-1551","","https://www.lennox.com/locate/dealer/fl/bonita-springs/haines-ac"
"Hale's Air Conditioning Services In","St. Petersburg","Florida","33708-3728","4700 95th St N
St. Petersburg, Florida 33708-3728","727-398-5515","","https://www.lennox.com/locate/dealer/fl/st.-petersburg/hales-ac-svc"
"Hampton & Son AC LLC","WINTER HAVEN","Florida","33884-1145","203 BURNS LN
WINTER HAVEN, Florida 33884-1145","(863) 324-4550","","https://www.lennox.com/locate/dealer/fl/winter-haven/hampton-and-son-ac-llc"
"Hamrick A/C & Htg Inc","PENSACOLA","Florida","32505-5724","2400 N PACE BLVD
PENSACOLA, Florida 32505-5724","850-432-3326","http://www.hamrickair.com","https://www.lennox.com/locate/dealer/fl/pensacola/hamrick-ac-and-htg-inc"
"Honest Air Inc","Palm City","Florida","34990-3246","3473 SW Palm City School Ave
Palm City, Florida 34990-3246","772-232-1114","www.honestairinc.com","https://www.lennox.com/locate/dealer/fl/palm-city/honest-air-inc"
"Horizon Services West Florida LLC","Largo","Florida","33773","6080 126th Ave N
Largo, Florida 33773","727-201-1632","","https://www.lennox.com/locate/dealer/fl/largo/horizon-services-west-florida-llc"
"Pinellas Comfort Systems Inc","Clearwater","Florida","33760","12601 60th St N
Clearwater, Florida 33760","727-572-1485","","https://www.lennox.com/locate/dealer/fl/clearwater/horizon-services-west-florida-llc"
"Horizon Svcs West Florida LLC","Largo","Florida","33770","1590 Seminole Blvd
Largo, Florida 33770","727-201-1632","","https://www.lennox.com/locate/dealer/fl/largo/horizon-svcs-west-florida-llc"
"Elite Cooling","Bradenton","Florida","34203","2114 58th Ave E
Bradenton, Florida 34203","941-242-7904","https://www.elitecustomservices.com/","https://www.lennox.com/locate/dealer/fl/bradenton/horizon-svcs-west-florida-llc"
"Houston Air","Tavernier","Florida","33070-2645","171 Hood Ave
Tavernier, Florida 33070-2645","305-852-2960","http://www.houstonair.com","https://www.lennox.com/locate/dealer/fl/tavernier/houston-air"
"Integrated Air and Heat","Orlando","Florida","32826-4732","2000 N Alafaya Trail Ste 900
Orlando, Florida 32826-4732","","","https://www.lennox.com/locate/dealer/fl/orlando/integrated-air-and-heat"
"Jimmy's A/C and Refrigeration Inc","Vero Beach","Florida","32968-2372","46 43rd Ct
Vero Beach, Florida 32968-2372","772-562-8353","http://www.jimmysair.com","https://www.lennox.com/locate/dealer/fl/vero-beach/jimmys-ac-and-refrig-inc"
"Kilbourne Htg & Air Cond Inc","Delray Beach","Florida","33444-3812","334 NE 3rd Ave
Delray Beach, Florida 33444-3812","561-499-2319","http://www.kilbourneairconditioning.com/","https://www.lennox.com/locate/dealer/fl/delray-beach/kilbourne-htg-and-ac-inc"
"Kron & West Inc","South Pasadena","Florida","33707","6981 Sunset Dr S
South Pasadena, Florida 33707","727-345-0317","","https://www.lennox.com/locate/dealer/fl/south-pasadena/kron-and-west-inc"
"Kyzar Air Conditioning Inc","Lake Worth","Florida","33467","87 Cuyahoga Rd
Lake Worth, Florida 33467","561-640-1000","http://www.kyzarairconditioning.com/","https://www.lennox.com/locate/dealer/fl/lake-worth/kyzar-ac-inc"
"Mario's Air Conditioning & Htg Inc","Hudson","Florida","34667-4340","9213 Denton Ave
Hudson, Florida 34667-4340","727-843-9598","","https://www.lennox.com/locate/dealer/fl/hudson/marios-ac-and-htg-rnc"
"Mark Hurm & Co LLC","GAINESVILLE","Florida","32609-2375","3411 N MAIN TER
GAINESVILLE, Florida 32609-2375","352-378-9422","http://www.hurmco.com/","https://www.lennox.com/locate/dealer/fl/gainesville/mark-hurm-and-co-llc"
"Marlin-James A/C Heating","Valrico","Florida","33594","1702 Marlin James Dr
Valrico, Florida 33594","813-689-0817","http://www.marlinjames.com/","https://www.lennox.com/locate/dealer/fl/valrico/marlin-james-inc"
"Modern Mech Svcs LLC","Fort Myers","Florida","33905-5012","5520 Division Dr
Fort Myers, Florida 33905-5012","(239) 694-8300","","https://www.lennox.com/locate/dealer/fl/fort-myers/modern-mech-svcs-llc"
"N&M Cool Today","Sarasota","Florida","34238-2723","6143 Clark Center Ave
Sarasota, Florida 34238-2723","941-921-5581","","https://www.lennox.com/locate/dealer/fl/sarasota/n-and-m-cool-today"
"Nisair Air Conditioning","Stuart","Florida","34994","1501 SE Decker Ave #401
Stuart, Florida 34994","(772) 466-8115","https://www.nisair.com/","https://www.lennox.com/locate/dealer/fl/fort-pierce/nisair-ac"
"North Central Florida Ac Inc","Gainesville","Florida","32605","6419 W Newberry Rd
Gainesville, Florida 32605","386-454-4767","","https://www.lennox.com/locate/dealer/fl/gainesville/north-central-florida-ac-inc"
"Ocean Air Cond Of SW Fl Inc","Port Charlotte","Florida","33980","4145 Whidden Blvd
Port Charlotte, Florida 33980","941-625-8900","","https://www.lennox.com/locate/dealer/fl/port-charlotte/ocean-ac-of-sw-florida-inc"
"Ocean-Aire Conditioning Inc","Bradenton","Florida","34208-1215","401 8th St E
Bradenton, Florida 34208-1215","941-746-4191","","https://www.lennox.com/locate/dealer/fl/bradenton/ocean-aire-conditioning-inc"
"Osceola Air","St Cloud","Florida","34769","1426 Park Commerce Ct
St Cloud, Florida 34769","(407) 908-8651","","https://www.lennox.com/locate/dealer/fl/st-cloud/osceola-air-llc"
"Perfect Cooling Inc","Delray Beach","Florida","33445-2518","1035 NW 17th Ave #1
Delray Beach, Florida 33445-2518","561-276-9553","","https://www.lennox.com/locate/dealer/fl/delray-beach/perfect-cooling-inc"
"Phoenix Air Conditioning Llc","Lake Worth","Florida","33461-3207","3550 23rd Ave S
Lake Worth, Florida 33461-3207","561-966-9995","","https://www.lennox.com/locate/dealer/fl/lake-worth/phoenix-ac-llc"
"Preferred Air & Mech Inc","Haverhill","Florida","33409","1643 Donna Rd
Haverhill, Florida 33409","(561) 202-1422","","https://www.lennox.com/locate/dealer/fl/west-palm-beach/preferred-air-and-mech-inc"
"Premier Comfort Services Inc","West Palm Beach","Florida","33411-3602","9020 Bellhurst Way Ste 106
West Palm Beach, Florida 33411-3602","561-444-3670","https://www.premiercomfortac.com","https://www.lennox.com/locate/dealer/fl/west-palm-beach/premier-comfort-svcs-inc"
"Red Cap Plumbing & Air","Tampa","Florida","33604-5656","6605 N Nebraska Ave
Tampa, Florida 33604-5656","813-963-3056","https://redcapairconditioning.com/","https://www.lennox.com/locate/dealer/fl/tampa/red-cap-plbg-and-air"
"Rex Air","Islamorada","Florida","33036","87805 Old Hwy
Islamorada, Florida 33036","305-852-8230","http://www.rexairac.com","https://www.lennox.com/locate/dealer/fl/islamorada/rex-air"
"Rinaldi's Heating & A/C Serv","ORLANDO","Florida","32826-5517","15264 E COLONIAL DR
ORLANDO, Florida 32826-5517","407-275-0705","https://rinaldis.com/","https://www.lennox.com/locate/dealer/fl/orlando/rinaldis-htg-and-ac-svc"
"Robert R McGill Air Conditioning Inc","Lantana","Florida","33462-3166","333 S 3rd St
Lantana, Florida 33462-3166","561-588-2630","https://mcgillac.com","https://www.lennox.com/locate/dealer/fl/lantana/robert-r-mcgill-ac-inc"
"ROPK Holdings Inc","Boca Raton","Florida","33431-5032","4331 N Dixie Hwy Suite 1
Boca Raton, Florida 33431-5032","561-395-6400","","https://www.lennox.com/locate/dealer/fl/boca-raton/ropk-holdings-inc"
"SA&H Georgia Holdings LLC","Maitland","Florida","32751","485 N Keller Rd #515
Maitland, Florida 32751","470-900-4113","","https://www.lennox.com/locate/dealer/fl/maitland/saandh-georgia-holdings-llc"
"Sea Coast Air Conditioning","Fort Pierce","Florida","34946","2601 Industrial Ave
Fort Pierce, Florida 34946","772-466-2400","http://www.seacoastair.com/","https://www.lennox.com/locate/dealer/fl/fort-pierce/sea-coast-ac"
"Service Experts Heating & Air Conditioning","Jupiter","Florida","33458","840 Jupiter Park Dr Unit 110
Jupiter, Florida 33458","(561) 747-7869","https://www.serviceexpertspalmbeach.com/","https://www.lennox.com/locate/dealer/fl/jupiter/service-experts-034"
"Service Experts","Deland","Florida","32724","1412 Intrepid Dr ste c
Deland, Florida 32724","386-734-0515","https://www.serviceexpertsdaytona.com/","https://www.lennox.com/locate/dealer/fl/deland/service-experts-048"
"Service Experts Heating & Air Conditioning","Fort Myers","Florida","33966","12871 Metro Pkwy
Fort Myers, Florida 33966","(239) 908-6991","https://www.serviceexpertsftmyers.com/","https://www.lennox.com/locate/dealer/fl/fort-myers/service-experts-081"
"Service Experts Heating & Air Conditioning","Cocoa","Florida","32926","285A S Lakeview Blvd
Cocoa, Florida 32926","321-727-7327","https://www.serviceexpertscocoa.com","https://www.lennox.com/locate/dealer/fl/cocoa/service-experts-140"
"Service Experts Heating & Air Conditioning","Ocala","Florida","34480-7403","4460 SE 53rd Ave
Ocala, Florida 34480-7403","(352) 624-0368","https://www.serviceexpertsocala.com/","https://www.lennox.com/locate/dealer/fl/ocala/service-experts-190"
"Air Engineers Service Experts","JACKSONVILLE","Florida","32256-0361","8475 WESTERN WAY STE 100
JACKSONVILLE, Florida 32256-0361","(904) 450-5672","https://www.airengineers.com/","https://www.lennox.com/locate/dealer/fl/jacksonville/service-experts-203"
"Service Experts Heating & Air Conditioning","Doral","Florida","33172-2601","1521 NW 89th Ct
Doral, Florida 33172-2601","305-264-2020","https://www.serviceexpertsmiami.com/","https://www.lennox.com/locate/dealer/fl/doral/service-experts-219"
"Midway Svcs Inc","CLEARWATER","Florida","33762-4444","4677 118TH AVE N
CLEARWATER, Florida 33762-4444","(727) 573-9500","","https://www.lennox.com/locate/dealer/fl/clearwater/service-experts-243"
"Sharkey Air LLC","STUART","Florida","34997-7246","7862 SW ELLIPSE WAY
STUART, Florida 34997-7246","772-220-2487","","https://www.lennox.com/locate/dealer/fl/stuart/sharkey-air-llc"
"Smith Svcs Inc","Vero Beach","Florida","32960-4946","1306 29th St
Vero Beach, Florida 32960-4946","772-589-7666","http://www.smith-hvac.com","https://www.lennox.com/locate/dealer/fl/vero-beach/smith-svcs-inc"
"Smyth Air Conditioning Inc","Lake Worth","Florida","33461","3718 23rd Ave S
Lake Worth, Florida 33461","561-533-6066","","https://www.lennox.com/locate/dealer/fl/lake-worth/smyth-ac-inc"
"Solar Air","Fort Lauderdale","Florida","33315","3330 SW 13th Ave
Fort Lauderdale, Florida 33315","954-584-2917","","https://www.lennox.com/locate/dealer/fl/sunrise/solar-air-inc"
"Southwest Htg & Cooling Inc","Cape Coral","Florida","33990","1013 SE 12th Ct
Cape Coral, Florida 33990","239-205-1001","","https://www.lennox.com/locate/dealer/fl/cape-coral/southwest-htg-and-cooling-inc"
"Speedy Air Conditioning Inc","Naples","Florida","34109-2053","2172 Corporation Blvd
Naples, Florida 34109-2053","239-596-2645","","https://www.lennox.com/locate/dealer/fl/naples/speedy-ac-inc"
"Starboard A/C Inc","Plant City","Florida","33563","624 S Collins St Suite A
Plant City, Florida 33563","813-681-1113","","https://www.lennox.com/locate/dealer/fl/plant-city/starboard-a-c-inc"
"Sun Air Services","Tampa","Florida","33619","501 S Falkenburg Rd
Tampa, Florida 33619","(813) 684-9919","","https://www.lennox.com/locate/dealer/fl/tampa/sun-bay-holdings-llc"
